Название,Цена,Ссылка
Люстра Beby Group Beby Rose 0130B02 Light gold BB 999 Swarovski Plaque,1 127 045,https://www.mirlustr.ru/product/lyustra-beby-group-beby-rose-0130b02-light-gold-bb-999-swarovski-plaque/
Люстра Beby Group Beby Rose 0130B11 Light gold White-Black Swarovski Plaque,10 611 216,https://www.mirlustr.ru/product/lyustra-beby-group-beby-rose-0130b11-light-gold-white-black-swarovski-plaque/
Люстра Beby Group Black tube DL33B02 Chrome Violet Cut Almond,262 282,https://www.mirlustr.ru/product/lyustra-beby-group-black-tube-dl33b02-chrome-violet-cut-almond/
Люстра Beby Group Black tube DL33B03 Chrome Dark Rome Cut Almond,303 711,https://www.mirlustr.ru/product/lyustra-beby-group-black-tube-dl33b03-chrome-dark-rome-cut-almond/
Люстра Beby Group Celebrity 9050B01 Gold Light gold Gold leaf,1 195 287,https://www.mirlustr.ru/product/lyustra-beby-group-celebrity-9050b01-gold-light-gold-gold-leaf/
Люстра Beby Group Celebrity 9050B01 Rose 666 Rose,1 195 287,https://www.mirlustr.ru/product/lyustra-beby-group-celebrity-9050b01-rose-666-rose/
Люстра Beby Group Celebrity 9050B02 Gold Light gold Gold leaf,475 676,https://www.mirlustr.ru/product/lyustra-beby-group-celebrity-9050b02-gold-light-gold-gold-leaf/
Люстра Beby Group Celebrity 9050B03 Gold Light gold Gold leaf,670 824,https://www.mirlustr.ru/product/lyustra-beby-group-celebrity-9050b03-gold-light-gold-gold-leaf/
Люстра Beby Group Charming beauty 0250B01 Gold White White gold leaf,2 061 260,https://www.mirlustr.ru/product/lyustra-beby-group-charming-beauty-0250b01-gold-white-white-gold-leaf/
Люстра Beby Group Charming beauty 0250B01 Light gold White White silver leaf,2 061 260,https://www.mirlustr.ru/product/lyustra-beby-group-charming-beauty-0250b01-light-gold-white-white-silver-leaf/
Люстра Beby Group Charming beauty 0250B02 Gold White White gold leaf,426 888,https://www.mirlustr.ru/product/lyustra-beby-group-charming-beauty-0250b02-gold-white-white-gold-leaf/
Люстра Beby Group Charming beauty 0250B03 Gold White White gold leaf,487 872,https://www.mirlustr.ru/product/lyustra-beby-group-charming-beauty-0250b03-gold-white-white-gold-leaf/
Люстра Beby Group Charming beauty 0250B03 Light gold White White gold leaf,487 872,https://www.mirlustr.ru/product/lyustra-beby-group-charming-beauty-0250b03-light-gold-white-white-gold-leaf/
Люстра Beby Group Charming beauty 0250B04 Gold White White gold leaf,609 840,https://www.mirlustr.ru/product/lyustra-beby-group-charming-beauty-0250b04-gold-white-white-gold-leaf/
Люстра Beby Group Charming beauty 0250B04 Light gold White White gold leaf,609 840,https://www.mirlustr.ru/product/lyustra-beby-group-charming-beauty-0250b04-light-gold-white-white-gold-leaf/
Люстра Beby Group Charming beauty 0250B05 Gold White White gold leaf,756 202,https://www.mirlustr.ru/product/lyustra-beby-group-charming-beauty-0250b05-gold-white-white-gold-leaf/
Люстра Beby Group Charming beauty 0250B07 Light gold White White gold leaf,1 317 255,https://www.mirlustr.ru/product/lyustra-beby-group-charming-beauty-0250b07-light-gold-white-white-gold-leaf/
Люстра Beby Group Charming beauty 0250B10 Light gold White White gold leaf,1 177 042,https://www.mirlustr.ru/product/lyustra-beby-group-charming-beauty-0250b10-light-gold-white-white-gold-leaf/
Люстра Beby Group Crystal 300/6 Light gold CUT CRYSTAL,128 420,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-300-6-light-gold-cut-crystal/
Люстра Beby Group Crystal 310/8 Light gold CUT CRYSTAL,164 607,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-310-8-light-gold-cut-crystal/
Люстра Beby Group Crystal 330/6 Light gold CUT CRYSTAL,120 658,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-330-6-light-gold-cut-crystal/
Люстра Beby Group Crystal 335/8+4 Light gold CUT CRYSTAL,153 922,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-335-8-4-light-gold-cut-crystal/
Люстра Beby Group Crystal 360/8 Light gold HALF CUT,207 346,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-360-8-light-gold-half-cut/
Люстра Beby Group Crystal 365/10+5 Light gold CUT CRYSTAL,241 517,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-365-10-5-light-gold-cut-crystal/
Люстра Beby Group Crystal 370/8 Light gold CUT CRYSTAL,201 298,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-370-8-light-gold-cut-crystal/
Люстра Beby Group Crystal 7000/8 Chrome HALF CUT,353 708,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7000-8-chrome-half-cut/
Люстра Beby Group Crystal 7100/16+16 Chrome CUT CRYSTAL,1 158 696,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7100-16-16-chrome-cut-crystal/
Люстра Beby Group Crystal 7100/16+8 Chrome CUT CRYSTAL,1 012 335,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7100-16-8-chrome-cut-crystal/
Люстра Beby Group Crystal 7100/8+8 Chrome HALF CUT,683 021,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7100-8-8-chrome-half-cut/
Люстра Beby Group Crystal 7150/10+10 Chrome CUT CRYSTAL,439 085,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7150-10-10-chrome-cut-crystal/
Люстра Beby Group Crystal 7180/12 Light gold HALF CUT,292 724,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7180-12-light-gold-half-cut/
Люстра Beby Group Crystal 7200/8 Chrome CUT CRYSTAL,241 517,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7200-8-chrome-cut-crystal/
Люстра Beby Group Crystal 7300/16+10+8 Chrome CUT CRYSTAL,1 244 074,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7300-16-10-8-chrome-cut-crystal/
Люстра Beby Group Crystal 7300/16+10+8 Light Gold CUT CRYSTAL,1 244 074,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7300-16-10-8-light-gold-cut-crystal/
Люстра Beby Group Crystal 7400/16+8 Chrome HALF CUT,335 463,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7400-16-8-chrome-half-cut/
Люстра Beby Group Crystal 7410/61 Chrome HALF CUT,3 110 184,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7410-61-chrome-half-cut/
Люстра Beby Group Crystal 7500/8 Chrome HALF CUT,134 165,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-7500-8-chrome-half-cut/
Люстра Beby Group Crystal dream 5500B01 Chrome Black Swarovski,489 183,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-dream-5500b01-chrome-black-swarovski/
Люстра Beby Group Crystal dream 5500B01 Chrome White Swarovski,489 183,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-dream-5500b01-chrome-white-swarovski/
Люстра Beby Group Crystal dream 5500B02 Chrome White Swarovski,726 970,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-dream-5500b02-chrome-white-swarovski/
Люстра Beby Group Crystal sand 5100B01 Chrome,1 803 917,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-sand-5100b01-chrome/
Люстра Beby Group Crystal sand 5100B03 Chrome,1 240 445,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-sand-5100b03-chrome/
Люстра Beby Group Crystal sand 5100B04 Chrome,620 828,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-sand-5100b04-chrome/
Люстра Beby Group Crystal sand 5100B05 Chrome,1 803 917,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-sand-5100b05-chrome/
Люстра Beby Group Crystal sand 5100B06 Chrome,1 240 445,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-sand-5100b06-chrome/
Люстра Beby Group Crystal sand 5100B07 Chrome,620 828,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-sand-5100b07-chrome/
Люстра Beby Group Crystal sand 5100B13 Gold,3 873 744,https://www.mirlustr.ru/product/lyustra-beby-group-crystal-sand-5100b13-gold/
Люстра Beby Group Diadema 5450B01 Chrome Lemon Ice,2 253 989,https://www.mirlustr.ru/product/lyustra-beby-group-diadema-5450b01-chrome-lemon-ice/
Люстра Beby Group Diadema 5450B02 Chrome Fuchsia Venice,958 709,https://www.mirlustr.ru/product/lyustra-beby-group-diadema-5450b02-chrome-fuchsia-venice/
Люстра Beby Group Diadema 5450B06 Chrome Turquoise Capri,1 972 253,https://www.mirlustr.ru/product/lyustra-beby-group-diadema-5450b06-chrome-turquoise-capri/
Люстра Beby Group Diadema 5450B07 Chrome Emerald,1 550 304,https://www.mirlustr.ru/product/lyustra-beby-group-diadema-5450b07-chrome-emerald/
Люстра Beby Group Diadema 5450B08 Chrome Golden Portofino,845 309,https://www.mirlustr.ru/product/lyustra-beby-group-diadema-5450b08-chrome-golden-portofino/
Люстра Beby Group Diadema 5450B08 Chrome Violet,845 309,https://www.mirlustr.ru/product/lyustra-beby-group-diadema-5450b08-chrome-violet/
Люстра Beby Group Diadema 5450B09 Gold Orange Sicily,704 996,https://www.mirlustr.ru/product/lyustra-beby-group-diadema-5450b09-gold-orange-sicily/
Люстра Beby Group Eclypse 0988B01 Light gold,1 280 664,https://www.mirlustr.ru/product/lyustra-beby-group-eclypse-0988b01-light-gold/
Люстра Beby Group Empire 1220/10 Ivory Gold CUT CRYSTAL,581 818,https://www.mirlustr.ru/product/lyustra-beby-group-empire-1220-10-ivory-gold-cut-crystal/
Люстра Beby Group Empire 1500/10+6 Light gold CUT CRYSTAL,496 440,https://www.mirlustr.ru/product/lyustra-beby-group-empire-1500-10-6-light-gold-cut-crystal/
Люстра Beby Group Empire 1550/12+12 Light gold CUT CRYSTAL,609 840,https://www.mirlustr.ru/product/lyustra-beby-group-empire-1550-12-12-light-gold-cut-crystal/
Люстра Beby Group Empire 1555/24 Light gold CUT CRYSTAL,2 706 480,https://www.mirlustr.ru/product/lyustra-beby-group-empire-1555-24-light-gold-cut-crystal/
Люстра Beby Group Empire 1560/36 Light gold CUT CRYSTAL,1 867 421,https://www.mirlustr.ru/product/lyustra-beby-group-empire-1560-36-light-gold-cut-crystal/
Люстра Beby Group Empire 1590/12+12 Light gold CUT CRYSTAL,768 399,https://www.mirlustr.ru/product/lyustra-beby-group-empire-1590-12-12-light-gold-cut-crystal/
Люстра Beby Group Epoque 0185B01 Rusty 024 Marsala Gold Leaf,847 728,https://www.mirlustr.ru/product/lyustra-beby-group-epoque-0185b01-rusty-024-marsala-gold-leaf/
Люстра Beby Group Epoque 0185B03 Rusty 024 Marsala Gold Leaf,481 824,https://www.mirlustr.ru/product/lyustra-beby-group-epoque-0185b03-rusty-024-marsala-gold-leaf/
Люстра Beby Group Epoque 0185B03 Satin gold 024 Yellow,481 824,https://www.mirlustr.ru/product/lyustra-beby-group-epoque-0185b03-satin-gold-024-yellow/
Люстра Beby Group Euphoria 0640B01 Light gold 024 Emerald Gold Leaf,520 834,https://www.mirlustr.ru/product/lyustra-beby-group-euphoria-0640b01-light-gold-024-emerald-gold-leaf/
Люстра Beby Group Euphoria 0640B03 Chrome 024 Celeste,953 871,https://www.mirlustr.ru/product/lyustra-beby-group-euphoria-0640b03-chrome-024-celeste/
Люстра Beby Group Euphoria 0640B04 Light gold 024 Rose,1 201 436,https://www.mirlustr.ru/product/lyustra-beby-group-euphoria-0640b04-light-gold-024-rose/
Люстра Beby Group Fruit 101/5 White Leather 01 Straw Colored Grapes,105 740,https://www.mirlustr.ru/product/lyustra-beby-group-fruit-101-5-white-leather-01-straw-colored-grapes/
Люстра Beby Group Fruit 101/8 Gold Paint multi murano,170 655,https://www.mirlustr.ru/product/lyustra-beby-group-fruit-101-8-gold-paint-multi-murano/
Люстра Beby Group Fruit 103/10+5 Ivory Gold Amber Grapes,368 424,https://www.mirlustr.ru/product/lyustra-beby-group-fruit-103-10-5-ivory-gold-amber-grapes/
Люстра Beby Group Fruit 105/12+6 Ivory Gold Pink Grapes,541 599,https://www.mirlustr.ru/product/lyustra-beby-group-fruit-105-12-6-ivory-gold-pink-grapes/
Люстра Beby Group Fruit 106/6 Satin Black multi murano,272 060,https://www.mirlustr.ru/product/lyustra-beby-group-fruit-106-6-satin-black-multi-murano/
Люстра Beby Group Fruit 107/8 Satin Black multi murano,357 437,https://www.mirlustr.ru/product/lyustra-beby-group-fruit-107-8-satin-black-multi-murano/
Люстра Beby Group Fruit 109/8 Green Gold Amber,231 740,https://www.mirlustr.ru/product/lyustra-beby-group-fruit-109-8-green-gold-amber/
Люстра Beby Group Fruit 110/5 Gold Paint multi murano,167 631,https://www.mirlustr.ru/product/lyustra-beby-group-fruit-110-5-gold-paint-multi-murano/
Люстра Beby Group Fruit 120/6 Black Gold 124,250 085,https://www.mirlustr.ru/product/lyustra-beby-group-fruit-120-6-black-gold-124/
Люстра Beby Group Fruit 3308/8 Ivory Gold HALF CUT WITH GLASS FRUITS,355 824,https://www.mirlustr.ru/product/lyustra-beby-group-fruit-3308-8-ivory-gold-half-cut-with-glass-fruits/
Люстра Beby Group Garden Party 7800B01 Light gold Green Tuscany Swarovski Plaque,3 681 015,https://www.mirlustr.ru/product/lyustra-beby-group-garden-party-7800b01-light-gold-green-tuscany-swarovski-plaqu/
Люстра Beby Group Gloss 7720B01 Chrome Azzurro Cielo,274 479,https://www.mirlustr.ru/product/lyustra-beby-group-gloss-7720b01-chrome-azzurro-cielo/
Люстра Beby Group Gloss 7720B02 Chrome Verdino,420 840,https://www.mirlustr.ru/product/lyustra-beby-group-gloss-7720b02-chrome-verdino/
Люстра Beby Group Gloss 7720B03 Satin gold Bronze,451 282,https://www.mirlustr.ru/product/lyustra-beby-group-gloss-7720b03-satin-gold-bronze/
Люстра Beby Group Gloss 7720B05 Light gold Lavanda,841 580,https://www.mirlustr.ru/product/lyustra-beby-group-gloss-7720b05-light-gold-lavanda/
Люстра Beby Group Gloss 7720B06 Chrome Cristallo,2 007 634,https://www.mirlustr.ru/product/lyustra-beby-group-gloss-7720b06-chrome-cristallo/
Люстра Beby Group Miss Bjioux 0117B01 Chrome Black Trasparent Cut Crystal,163 397,https://www.mirlustr.ru/product/lyustra-beby-group-miss-bjioux-0117b01-chrome-black-trasparent-cut-crystal/
Люстра Beby Group Miss Bjioux 0117B01 Light gold Moka - N115 SW Bronze Shade,189 101,https://www.mirlustr.ru/product/lyustra-beby-group-miss-bjioux-0117b01-light-gold-moka-n115-sw-bronze-shade/
Люстра Beby Group Miss Bjioux 0117B03 Light gold Light Rose - 1 SW Golden Shadow,268 330,https://www.mirlustr.ru/product/lyustra-beby-group-miss-bjioux-0117b03-light-gold-light-rose-1-sw-golden-shadow/
Люстра Beby Group Miss Bjioux 0117B05 White Leather 01 White Trasparent Cut Crystal,351 288,https://www.mirlustr.ru/product/lyustra-beby-group-miss-bjioux-0117b05-white-leather-01-white-trasparent-cut-cry/
Люстра Beby Group Mon Tresor 0126B02 Light gold 1 SW Bronze Shade,483 840,https://www.mirlustr.ru/product/lyustra-beby-group-mon-tresor-0126b02-light-gold-1-sw-bronze-shade/
Люстра Beby Group Mon Tresor 0126B02 White Leather 01 666 SW Bronze Shade,483 840,https://www.mirlustr.ru/product/lyustra-beby-group-mon-tresor-0126b02-white-leather-01-666-sw-bronze-shade/
Люстра Beby Group Mon Tresor 0126B07 Light gold 1 SW Bronze Shade,776 160,https://www.mirlustr.ru/product/lyustra-beby-group-mon-tresor-0126b07-light-gold-1-sw-bronze-shade/
Люстра Beby Group Monte Napoleone 7110B02 Chrome SW,4 011 840,https://www.mirlustr.ru/product/lyustra-beby-group-monte-napoleone-7110b02-chrome-sw/
Люстра Beby Group Monte Napoleone 7110B02 Cognac,3 074 400,https://www.mirlustr.ru/product/lyustra-beby-group-monte-napoleone-7110b02-cognac/
Люстра Beby Group Monte Napoleone 7110B03 Chrome SW,3 749 760,https://www.mirlustr.ru/product/lyustra-beby-group-monte-napoleone-7110b03-chrome-sw/
Люстра Beby Group Monte Napoleone 7110B03 Provence,2 923 200,https://www.mirlustr.ru/product/lyustra-beby-group-monte-napoleone-7110b03-provence/
Люстра Beby Group Monte Napoleone 7110B04 Chrome SW,2 943 360,https://www.mirlustr.ru/product/lyustra-beby-group-monte-napoleone-7110b04-chrome-sw/
Люстра Beby Group Monte Napoleone 7110B04 Siberian Blue,2 086 560,https://www.mirlustr.ru/product/lyustra-beby-group-monte-napoleone-7110b04-siberian-blue/
Люстра Beby Group Monte Napoleone 7110B06 Chrome SW,2 328 480,https://www.mirlustr.ru/product/lyustra-beby-group-monte-napoleone-7110b06-chrome-sw/
Люстра Beby Group Monte Napoleone 7110B06 Rose Powder,1 743 840,https://www.mirlustr.ru/product/lyustra-beby-group-monte-napoleone-7110b06-rose-powder/
Люстра Beby Group Novecento 485/3 Light gold CUT CRYSTAL,81 548,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-485-3-light-gold-cut-crystal/
Люстра Beby Group Novecento 490/5 Light gold CUT CRYSTAL,140 516,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-490-5-light-gold-cut-crystal/
Люстра Beby Group Novecento 495/1 Light gold CUT CRYSTAL,86 184,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-495-1-light-gold-cut-crystal/
Люстра Beby Group Novecento 495/3 Light gold CUT CRYSTAL,89 108,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-495-3-light-gold-cut-crystal/
Люстра Beby Group Novecento 630/10 Light gold HALF CUT,104 228,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-630-10-light-gold-half-cut/
Люстра Beby Group Novecento 630/10+5 Light gold HALF CUT,114 711,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-630-10-5-light-gold-half-cut/
Люстра Beby Group Novecento 6300/10 Light gold HALF CUT,152 511,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-6300-10-light-gold-half-cut/
Люстра Beby Group Novecento 6302/6+3 Light gold CUT CRYSTAL,208 253,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-6302-6-3-light-gold-cut-crystal/
Люстра Beby Group Novecento 6304/8 Light gold HALF CUT,261 072,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-6304-8-light-gold-half-cut/
Люстра Beby Group Novecento 6305/8 Light gold HALF CUT,195 149,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-6305-8-light-gold-half-cut/
Люстра Beby Group Novecento 6306/6+1 Light gold CUT CRYSTAL,172 066,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-6306-6-1-light-gold-cut-crystal/
Люстра Beby Group Novecento 6307/10+5 Light gold CUT CRYSTAL,268 330,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-6307-10-5-light-gold-cut-crystal/
Люстра Beby Group Novecento 6308/10+5 Light gold HALF CUT,243 936,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-6308-10-5-light-gold-half-cut/
Люстра Beby Group Novecento 6314/10 Light gold CUT CRYSTAL,361 066,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-6314-10-light-gold-cut-crystal/
Люстра Beby Group Novecento 700/12 Light gold CUT CRYSTAL,353 708,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-700-12-light-gold-cut-crystal/
Люстра Beby Group Novecento 705/10 Light gold HALF CUT,181 138,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-705-10-light-gold-half-cut/
Люстра Beby Group Novecento 710/12+6 Light gold HALF CUT,223 272,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-710-12-6-light-gold-half-cut/
Люстра Beby Group Novecento 715/8+4+1 Light gold CUT CRYSTAL,212 789,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-715-8-4-1-light-gold-cut-crystal/
Люстра Beby Group Novecento 720/5 Light gold CUT CRYSTAL,155 535,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-720-5-light-gold-cut-crystal/
Люстра Beby Group Novecento 725/8 Light gold CUT CRYSTAL,292 724,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-725-8-light-gold-cut-crystal/
Люстра Beby Group Novecento 730/8 Light gold CUT CRYSTAL,176 703,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-730-8-light-gold-cut-crystal/
Люстра Beby Group Novecento 735/8+1 Light gold CUT CRYSTAL,235 368,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-735-8-1-light-gold-cut-crystal/
Люстра Beby Group Novecento 740/8 Light gold CUT CRYSTAL,412 272,https://www.mirlustr.ru/product/lyustra-beby-group-novecento-740-8-light-gold-cut-crystal/
